ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,Constituency type,Declaration time,Member first name,Member surname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
E14001506,E12000003,Spen Valley,,Yorkshire and The Humber,England,Borough,,Kim,Leadbeater,Female,Lab gain from Con,Lab,RUK,72642,41058,137,6188,9859,16076,1425,9888,2284,0,0,0,0,0,0,0,1526,0
E14001507,E12000006,St Albans,,East of England,England,County,,Daisy,Cooper,Female,LD hold,LD,Con,72739,51614,203,19834,9388,5189,29222,4336,3272,0,0,0,0,0,0,0,207,0
E14001508,E12000009,St Austell and Newquay,,South West,England,County,,Noah,Law,Male,Lab gain from Con,Lab,Con,76076,46732,130,2470,13488,15958,4805,9212,2337,0,0,0,0,0,0,0,932,0
E14001509,E12000002,St Helens North,,North West,England,County,,David,Baines,Male,Lab hold,Lab,RUK,75483,40474,155,12169,4507,21284,1799,9115,3495,0,0,0,0,0,0,0,274,0
E14001510,E12000002,St Helens South and Whiston,,North West,England,Borough,,Marie,Rimmer,Female,Lab hold,Lab,RUK,71569,38035,85,11945,3057,18919,2199,6974,2642,0,0,0,0,0,0,0,4244,0
E14001511,E12000009,St Ives,,South West,England,County,,Andrew,George,Male,LD gain from Con,LD,Con,69978,48106,150,13786,11247,2788,25033,6492,1797,0,0,0,0,0,0,0,749,0
E14001512,E12000006,St Neots and Mid Cambridgeshire,,East of England,England,County,,Ian,Sollom,Male,LD gain from Con,LD,Con,78115,52882,138,4621,14896,6918,19517,5673,2663,0,0,0,0,0,0,0,3215,0
E14001513,E12000005,Stafford,,West Midlands,England,County,,Leigh,Ingham,Female,Lab gain from Con,Lab,Con,70608,46009,160,4595,13936,18531,1676,8612,2856,0,0,0,0,0,0,0,398,0
E14001514,E12000005,Staffordshire Moorlands,,West Midlands,England,County,,Karen,Bradley,Female,Con hold,Con,Lab,69892,43302,188,1175,15310,14135,1499,10065,2293,0,0,0,0,0,0,0,0,0
E14001515,E12000002,Stalybridge and Hyde,,North West,England,County,,Jonathan,Reynolds,Male,Lab hold,Lab,RUK,72265,37239,117,8539,6872,16320,1080,7781,2745,0,0,0,0,0,0,0,2441,0
E14001516,E12000006,Stevenage,,East of England,England,County,,Kevin,Bonavia,Male,Lab gain from Con,Lab,Con,70976,42715,155,6618,11080,17698,3467,7667,2655,0,0,0,0,0,0,0,148,0
S14000105,S92000003,Stirling and Strathallan,,Scotland,Scotland,County,,Chris,Kane,Male,Lab gain from SNP,Lab,SNP,76284,49782,242,1394,9469,16856,2530,3145,2320,15462,0,0,0,0,0,0,0,0
E14001517,E12000002,Stockport,,North West,England,Borough,,Navendu,Mishra,Male,Lab hold,Lab,RUK,76632,43683,185,15270,4967,21787,3724,6517,4865,0,0,0,0,0,0,0,1823,0
E14001518,E12000001,Stockton North,,North East,England,County,,Chris,McDonald,Male,Lab hold,Lab,RUK,70242,37401,125,7939,8028,17128,1133,9189,1923,0,0,0,0,0,0,0,0,0
E14001519,E12000001,Stockton West,,North East,England,County,,Matt,Vickers,Male,Con hold,Con,Lab,71868,48638,114,2139,20372,18233,1203,6833,1477,0,0,0,0,0,0,0,520,0
E14001520,E12000005,Stoke-on-Trent Central,,West Midlands,England,Borough,,Gareth,Snell,Male,Lab gain from Con,Lab,RUK,73812,35289,137,6409,6221,14950,999,8541,1703,0,0,0,0,0,0,0,2875,0
E14001521,E12000005,Stoke-on-Trent North,,West Midlands,England,Borough,,David,Williams,Male,Lab gain from Con,Lab,Con,69854,36150,103,5082,9497,14579,911,8824,1236,0,0,0,0,0,0,0,1103,0
E14001522,E12000005,Stoke-on-Trent South,,West Midlands,England,County,,Allison,Gardner,Female,Lab gain from Con,Lab,Con,70002,40942,120,627,13594,14221,1577,8851,1207,0,0,0,0,0,0,0,1492,0
E14001523,E12000005,"Stone, Great Wyrley and Penkridge",,West Midlands,England,County,,Gavin,Williamson,Male,Con hold,Con,Lab,71561,42770,727,5466,19880,14414,2952,0,2236,0,0,0,0,0,0,0,3288,0
E14001524,E12000005,Stourbridge,,West Midlands,England,Borough,,Cat,Eccles,Female,Lab gain from Con,Lab,Con,68311,39878,113,3073,12265,15338,1607,7869,1732,0,0,0,0,0,0,0,1067,0
N05000016,N92000002,Strangford,,Northern Ireland,Northern Ireland,County,,Jim,Shannon,Male,DUP hold,DUP,APNI,74525,38909,135,5131,146,0,0,0,703,0,0,15559,2793,1783,3941,10428,3556,0
E14001525,E12000007,Stratford and Bow,,London,England,Borough,,Uma,Kumaran,Female,Lab hold,Lab,Green,80735,43435,287,11634,3114,19145,1926,2093,7511,0,0,0,0,0,0,0,9646,0
E14001526,E12000005,Stratford-on-Avon,,West Midlands,England,County,,Manuela,Perteghella,Female,LD gain from Con,LD,Con,75714,52959,179,7122,16328,3753,23450,7753,1197,0,0,0,0,0,0,0,478,0
E14001527,E12000007,Streatham and Croydon North,,London,England,Borough,,Steve,Reed,Male,Lab hold,Lab,Green,82829,44553,190,15603,5328,23232,5031,1994,7629,0,0,0,0,0,0,0,1339,0
E14001528,E12000002,Stretford and Urmston,,North West,England,Borough,,Andrew,Western,Male,Lab hold,Lab,Con,75153,46002,168,16150,6492,22642,2216,5485,4398,0,0,0,0,0,0,0,4769,0
E14001529,E12000009,Stroud,,South West,England,County,,Simon,Opher,Male,Lab gain from Con,Lab,Con,77905,55221,227,11388,14219,25607,2913,6329,5729,0,0,0,0,0,0,0,424,0
E14001530,E12000006,Suffolk Coastal,,East of England,England,County,,Jenny,Riddell-Carpenter,Female,Lab gain from Con,Lab,Con,74522,49451,189,1070,14602,15672,6947,7850,4380,0,0,0,0,0,0,0,0,0
E14001531,E12000001,Sunderland Central,,North East,England,Borough,,Lewis,Atkinson,Male,Lab hold,Lab,RUK,76145,39957,99,6073,5731,16852,3602,10779,2993,0,0,0,0,0,0,0,0,0
E14001532,E12000008,Surrey Heath,,South East,England,County,,Al,Pinkerton,Male,LD gain from Con,LD,Con,71934,47788,140,5640,15747,3148,21387,6252,1162,0,0,0,0,0,0,0,92,0
E14001533,E12000008,Sussex Weald,,South East,England,County,,Nus,Ghani,Female,Con hold,Con,LD,72885,49175,190,6842,16758,8239,9916,8920,3762,0,0,0,0,0,0,0,1580,0
E14001534,E12000007,Sutton and Cheam,,London,England,Borough,,Luke,Taylor,Male,LD gain from Con,LD,Con,72303,47606,139,3801,13775,8430,17576,5787,1721,0,0,0,0,0,0,0,317,0
E14001535,E12000005,Sutton Coldfield,,West Midlands,England,Borough,,Andrew,Mitchell,Male,Con hold,Con,Lab,74080,48333,172,2543,18502,15959,2587,8213,2419,0,0,0,0,0,0,0,653,0
W07000108,W92000004,Swansea West,,Wales,Wales,County,,Torsten,Bell,Male,Lab hold,Lab,RUK,74236,35657,130,8515,3536,14761,4367,6246,2305,0,4105,0,0,0,0,0,337,0
E14001536,E12000009,Swindon North,,South West,England,County,,Will,Stone,Male,Lab gain from Con,Lab,Con,73224,44165,124,4103,13827,17930,2086,7557,2366,0,0,0,0,0,0,0,399,0
E14001537,E12000009,Swindon South,,South West,England,Borough,,Heidi,Alexander,Female,Lab gain from Con,Lab,Con,72575,44794,147,9606,12070,21676,1843,6194,2539,0,0,0,0,0,0,0,472,0
E14001538,E12000005,Tamworth,,West Midlands,England,County,,Sarah,Edwards,Female,Lab gain from Con,Lab,Con,75055,43788,116,1382,13956,15338,1451,11004,1579,0,0,0,0,0,0,0,460,0
E14001539,E12000002,Tatton,,North West,England,County,,Esther,McVey,Female,Con hold,Con,Lab,75978,51909,198,1136,19956,18820,4614,5948,2571,0,0,0,0,0,0,0,0,0
E14001540,E12000009,Taunton and Wellington,,South West,England,County,,Gideon,Amos,Male,LD gain from Con,LD,Con,78680,50294,167,11939,12392,3552,24331,8053,1832,0,0,0,0,0,0,0,134,0
E14001541,E12000005,Telford,,West Midlands,England,Borough,,Shaun,Davies,Male,Lab gain from Con,Lab,RUK,73808,40730,148,8102,8728,18212,1560,10110,2120,0,0,0,0,0,0,0,0,0
E14001542,E12000009,Tewkesbury,,South West,England,County,,Cameron,Thomas,Male,LD gain from Con,LD,Con,73458,48539,150,6262,14468,4298,20730,6000,2873,0,0,0,0,0,0,0,170,0
E14001543,E12000005,The Wrekin,,West Midlands,England,County,,Mark,Pritchard,Male,Con hold,Con,Lab,78942,50020,163,883,16320,15437,4757,9920,3028,0,0,0,0,0,0,0,558,0
E14001544,E12000003,Thirsk and Malton,,Yorkshire and The Humber,England,County,,Kevin,Hollinrake,Male,Con hold,Con,Lab,78468,49797,169,7550,19544,11994,5379,8963,2986,0,0,0,0,0,0,0,931,0
E14001545,E12000009,Thornbury and Yate,,South West,England,County,,Claire,Young,Female,LD gain from Con,LD,Con,78192,53367,148,3014,17801,5057,20815,7529,2165,0,0,0,0,0,0,0,0,0
E14001546,E12000006,Thurrock,,East of England,England,Borough,,Jen,Craft,Female,Lab gain from Con,Lab,RUK,73392,37558,97,6474,8009,16050,1157,9576,1632,0,0,0,0,0,0,0,1134,0
E14001547,E12000005,Tipton and Wednesbury,,West Midlands,England,Borough,,Antonia,Bance,Female,Lab gain from Con,Lab,Con,74098,31850,139,3385,8370,11755,592,8019,1509,0,0,0,0,0,0,0,1605,0
E14001548,E12000009,Tiverton and Minehead,,South West,England,County,,Rachel,Gilmour,Female,LD gain from Con,LD,Con,72087,47491,197,3507,14819,4325,18326,7787,2234,0,0,0,0,0,0,0,0,0
E14001549,E12000008,Tonbridge,,South East,England,County,,Tom,Tugendhat,Male,Con hold,Con,Lab,72799,50328,150,11166,20517,9351,4234,7548,7596,0,0,0,0,0,0,0,1082,0
E14001550,E12000007,Tooting,,London,England,Borough,,Rosena,Allin-Khan,Female,Lab hold,Lab,Con,76168,52943,255,19487,9722,29209,4438,2546,5672,0,0,0,0,0,0,0,1356,0
E14001551,E12000009,Torbay,,South West,England,Borough,,Steve,Darling,Male,LD gain from Con,LD,Con,76185,46115,110,5349,13588,3276,18937,8660,1420,0,0,0,0,0,0,0,234,0
W07000109,W92000004,Torfaen,,Wales,Wales,County,,Nick,Thomas-Symonds,Male,Lab hold,Lab,RUK,71738,35705,117,7322,5737,15176,1644,7854,1705,0,2571,0,0,0,0,0,1018,0
E14001552,E12000009,Torridge and Tavistock,,South West,England,County,,Geoffrey,Cox,Male,Con hold,Con,LD,74727,50820,170,3950,16049,10765,12099,9152,2350,0,0,0,0,0,0,0,405,0
E14001553,E12000007,Tottenham,,London,England,Borough,,David,Lammy,Male,Lab hold,Lab,Green,75906,40148,250,15434,2320,23066,1928,1602,7632,0,0,0,0,0,0,0,3600,0
E14001554,E12000009,Truro and Falmouth,,South West,England,County,,Jayne,Kirkham,Female,Lab gain from Con,Lab,Con,72982,50264,163,8151,12632,20783,6552,6163,3470,0,0,0,0,0,0,0,664,0
E14001555,E12000008,Tunbridge Wells,,South East,England,County,,Mike,Martin,Male,LD gain from Con,LD,Con,78738,54250,191,8687,14974,6178,23661,6484,2344,0,0,0,0,0,0,0,609,0
E14001556,E12000007,Twickenham,,London,England,Borough,,Munira,Wilson,Female,LD hold,LD,Con,74980,53635,226,21457,8728,6693,30185,4092,3590,0,0,0,0,0,0,0,347,0
E14001557,E12000001,Tynemouth,,North East,England,Borough,,Alan,Campbell,Male,Lab hold,Lab,Con,73194,48418,136,15455,9036,24491,2709,7392,3592,0,0,0,0,0,0,0,1198,0
N05000017,N92000002,Upper Bann,,Northern Ireland,Northern Ireland,County,,Carla,Lockhart,Female,DUP hold,DUP,SF,81249,47358,241,7406,0,0,0,0,0,0,0,21642,14236,1496,3662,6322,0,0
E14001558,E12000007,Uxbridge and South Ruislip,,London,England,Borough,,Danny,Beales,Male,Lab gain from Con,Lab,Con,74745,45914,175,587,16012,16599,1752,6610,4354,0,0,0,0,0,0,0,587,0
W07000110,W92000004,Vale of Glamorgan,,Wales,Wales,County,,Kanishka,Narayan,Male,Lab gain from Con,Lab,Con,74465,45826,139,4216,13524,17740,1612,6973,1881,0,3245,0,0,0,0,0,851,0
E14001559,E12000007,Vauxhall and Camberwell Green,,London,England,Borough,,Florence,Eshalomi,Female,Lab hold,Lab,Green,77527,37536,261,15112,2809,21528,4549,2033,6416,0,0,0,0,0,0,0,201,0
E14001560,E12000003,Wakefield and Rothwell,,Yorkshire and The Humber,England,Borough,,Simon,Lightwood,Male,Lab gain from Con,Lab,RUK,75067,40656,112,9346,7322,17773,3249,8427,2389,0,0,0,0,0,0,0,1496,0
E14001561,E12000002,Wallasey,,North West,England,Borough,,Angela,Eagle,Female,Lab hold,Lab,RUK,74082,42746,168,17996,4987,24674,1843,6678,3905,0,0,0,0,0,0,0,659,0
E14001562,E12000005,Walsall and Bloxwich,,West Midlands,England,Borough,,Valerie,Vaz,Female,Lab gain from Con,Lab,Ind,74951,37191,141,4914,6679,12514,817,7293,2288,0,0,0,0,0,0,0,7600,0
E14001563,E12000007,Walthamstow,,London,England,Borough,,Stella,Creasy,Female,Lab hold,Lab,Green,74474,45668,255,17996,2353,27172,1736,1836,9176,0,0,0,0,0,0,0,3395,0
E14001564,E12000002,Warrington North,,North West,England,County,,Charlotte,Nichols,Female,Lab hold,Lab,RUK,70601,40041,125,9190,6486,18730,2737,9540,1889,0,0,0,0,0,0,0,659,0
E14001565,E12000002,Warrington South,,North West,England,County,,Sarah,Hall,Female,Lab hold,Lab,Con,78394,49672,192,11340,11861,23201,3829,7913,2313,0,0,0,0,0,0,0,555,0
E14001566,E12000005,Warwick and Leamington,,West Midlands,England,County,,Matt,Western,Male,Lab hold,Lab,Con,76294,49198,245,12412,11563,23975,3881,5154,4471,0,0,0,0,0,0,0,154,0
E14001567,E12000001,Washington and Gateshead South,,North East,England,Borough,,Sharon,Hodgson,Female,Lab hold,Lab,RUK,70972,37021,100,6913,4654,17682,1602,10769,1687,0,0,0,0,0,0,0,627,0
E14001568,E12000006,Watford,,East of England,England,Borough,,Matt,Turmaine,Male,Lab gain from Con,Lab,Con,73100,44455,192,4723,10985,15708,7577,4930,2428,0,0,0,0,0,0,0,2827,0
E14001569,E12000006,Waveney Valley,,East of England,England,County,,Adrian,Ramsay,Male,Green gain from Con,Green,Con,73056,49072,131,5594,14873,4621,1214,7779,20467,0,0,0,0,0,0,0,118,0
E14001570,E12000008,Weald of Kent,,South East,England,County,,Katie,Lam,Female,Con hold,Con,Lab,75987,50712,257,8422,20202,11780,3975,10208,4547,0,0,0,0,0,0,0,0,0
E14001571,E12000004,Wellingborough and Rushden,,East Midlands,England,County,,Gen,Kitchen,Female,Lab gain from Con,Lab,Con,77542,43985,145,5486,12248,17734,1570,9456,2704,0,0,0,0,0,0,0,273,0
E14001572,E12000009,Wells and Mendip Hills,,South West,England,County,,Tessa,Munt,Female,LD gain from Con,LD,Con,73538,50368,149,11121,12501,3527,23622,6611,2068,0,0,0,0,0,0,0,2039,0
E14001573,E12000006,Welwyn Hatfield,,East of England,England,County,,Andrew,Lewin,Male,Lab gain from Con,Lab,Con,75259,48455,192,3799,16078,19877,3117,6397,2986,0,0,0,0,0,0,0,0,0
S14000111,S92000003,West Aberdeenshire and Kincardine,,Scotland,Scotland,County,,Andrew,Bowie,Male,Con hold,Con,SNP,72994,48958,161,3441,17428,6397,6342,3497,1032,13987,0,0,0,0,0,0,275,0
E14001574,E12000005,West Bromwich,,West Midlands,England,Borough,,Sarah,Coombes,Female,Lab gain from Con,Lab,Con,74025,36481,136,9554,7318,16872,1314,7101,2036,0,0,0,0,0,0,0,1840,0
E14001575,E12000009,West Dorset,,South West,England,County,,Edward,Morello,Male,LD gain from Con,LD,Con,75998,52605,618,7789,19210,3086,26999,0,2288,0,0,0,0,0,0,0,1022,0
S14000106,S92000003,West Dunbartonshire,,Scotland,Scotland,County,,Douglas,McAllister,Male,Lab gain from SNP,Lab,SNP,69074,39584,123,6010,1474,19312,839,2770,1496,13302,0,0,0,0,0,0,391,0
E14001576,E12000007,West Ham and Beckton,,London,England,Borough,,James,Asser,Male,Lab hold,Lab,NIP,78964,36348,149,9254,3781,16434,1606,2800,3897,0,0,0,0,0,0,0,7830,0
E14001577,E12000002,West Lancashire,,North West,England,County,,Ashley,Dalton,Female,Lab hold,Lab,Con,74081,44200,224,13625,8680,22305,2043,7909,3263,0,0,0,0,0,0,0,0,0
E14001578,E12000006,West Suffolk,,East of England,England,County,,Nick,Timothy,Male,Con hold,Con,Lab,77145,46161,173,3247,15814,12567,4284,9623,2910,0,0,0,0,0,0,0,963,0
N05000018,N92000002,West Tyrone,,Northern Ireland,Northern Ireland,County,,Órfhlaith,Begley,Female,SF hold,SF,DUP,74269,43695,262,15917,91,0,0,0,0,0,0,6794,22711,5821,2683,2287,3308,0
E14001579,E12000005,West Worcestershire,,West Midlands,England,County,,Harriett,Baldwin,Female,Con hold,Con,LD,79246,54687,191,6547,19783,8335,13236,7902,5068,0,0,0,0,0,0,0,363,0
E14001580,E12000002,Westmorland and Lonsdale,,North West,England,County,,Tim,Farron,Male,LD gain from Con,LD,Con,72029,49533,115,21472,9589,2306,31061,4842,1486,0,0,0,0,0,0,0,249,0
E14001581,E12000009,Weston-super-Mare,,South West,England,County,,Daniel,Aldridge,Male,Lab gain from Con,Lab,Con,71396,42390,143,4409,11901,16310,3756,7735,2688,0,0,0,0,0,0,0,0,0
E14001582,E12000003,Wetherby and Easingwold,,Yorkshire and The Humber,England,County,,Alec,Shelbrooke,Male,Con hold,Con,Lab,74314,52259,171,4846,20597,15751,3351,7288,4529,0,0,0,0,0,0,0,743,0
E14001583,E12000002,Whitehaven and Workington,,North West,England,County,,Josh,MacAlister,Male,Lab gain from Con,Lab,RUK,73198,41840,159,13286,8455,22173,1118,8887,1207,0,0,0,0,0,0,0,0,0
E14001584,E12000002,Widnes and Halewood,,North West,England,County,,Derek,Twigg,Male,Lab hold,Lab,RUK,70161,38116,95,16425,3507,23484,1593,7059,2058,0,0,0,0,0,0,0,415,0
E14001585,E12000002,Wigan,,North West,England,County,,Lisa,Nandy,Female,Lab hold,Lab,RUK,77538,40899,124,9549,4310,19401,1692,9852,1629,0,0,0,0,0,0,0,4015,0
E14001586,E12000007,Wimbledon,,London,England,Borough,,Paul,Kohler,Male,LD gain from Con,LD,Con,76334,54985,171,12610,12180,11733,24790,3221,2442,0,0,0,0,0,0,0,619,0
E14001587,E12000008,Winchester,,South East,England,County,,Danny,Chambers,Male,LD gain from Con,LD,Con,78289,57076,185,13821,16118,3023,29939,4797,2740,0,0,0,0,0,0,0,459,0
E14001588,E12000008,Windsor,,South East,England,County,,Jack,Rankin,Male,Con hold,Con,Lab,73334,45246,173,6457,16483,10026,9539,4660,2288,0,0,0,0,0,0,0,2250,0
E14001589,E12000002,Wirral West,,North West,England,County,,Matthew,Patrick,Male,Lab hold,Lab,Con,72838,49951,187,9998,13158,23156,3055,6422,4160,0,0,0,0,0,0,0,0,0
E14001590,E12000006,Witham,,East of England,England,County,,Priti,Patel,Female,Con hold,Con,Lab,78991,50603,171,5145,18827,13682,3439,9870,3539,0,0,0,0,0,0,0,1246,0
E14001591,E12000008,Witney,,South East,England,County,,Charles,Maynard,Male,LD gain from Con,LD,Con,75448,50584,158,4339,16493,4773,20832,6307,1661,0,0,0,0,0,0,0,518,0
E14001592,E12000008,Woking,,South East,England,Borough,,Will,Forster,Male,LD gain from Con,LD,Con,72969,48145,171,11246,12773,4444,24019,4888,1853,0,0,0,0,0,0,0,168,0
E14001593,E12000008,Wokingham,,South East,England,County,,Clive,Jones,Male,LD gain from Con,LD,Con,75082,53999,199,8345,17398,3631,25743,5274,1953,0,0,0,0,0,0,0,0,0
E14001594,E12000005,Wolverhampton North East,,West Midlands,England,Borough,,Sureena,Brackenridge,Female,Lab gain from Con,Lab,Con,70715,33289,107,5422,8860,14282,1002,7721,1424,0,0,0,0,0,0,0,0,0
E14001595,E12000005,Wolverhampton South East,,West Midlands,England,Borough,,Pat,McFadden,Male,Lab hold,Lab,RUK,77473,33382,129,9188,5654,16800,758,7612,1643,0,0,0,0,0,0,0,915,0
E14001596,E12000005,Wolverhampton West,,West Midlands,England,Borough,,Warinder,Juss,Male,Lab gain from Con,Lab,Con,77851,43657,153,7868,11463,19331,1376,6078,2550,0,0,0,0,0,0,0,2859,0
E14001597,E12000005,Worcester,,West Midlands,England,Borough,,Tom,Collins,Male,Lab gain from Con,Lab,Con,74931,46036,179,7116,11506,18622,3986,6723,4789,0,0,0,0,0,0,0,410,0
E14001598,E12000002,Worsley and Eccles,,North West,England,County,,Michael,Wheeler,Male,Lab hold,Lab,RUK,78643,42543,164,11091,6791,20277,1851,9186,3283,0,0,0,0,0,0,0,1155,0
E14001599,E12000008,Worthing West,,South East,England,County,,Beccy,Cooper,Female,Lab gain from Con,Lab,Con,77039,50997,178,3949,16570,20519,2708,7562,3274,0,0,0,0,0,0,0,364,0
W07000111,W92000004,Wrexham,,Wales,Wales,County,,Andrew,Ranger,Male,Lab gain from Con,Lab,Con,70269,40373,128,5948,9888,15836,1777,6915,1339,0,4138,0,0,0,0,0,480,0
E14001600,E12000008,Wycombe,,South East,England,County,,Emma,Reynolds,Female,Lab gain from Con,Lab,Con,73415,44637,174,4591,11444,16035,4236,4769,2193,0,0,0,0,0,0,0,5960,0
E14001601,E12000005,Wyre Forest,,West Midlands,England,County,,Mark,Garnier,Male,Con hold,Con,Lab,77329,45158,137,812,14489,13677,2809,9682,2443,0,0,0,0,0,0,0,2058,0
E14001602,E12000002,Wythenshawe and Sale East,,North West,England,Borough,,Mike,Kane,Male,Lab hold,Lab,RUK,77767,39132,142,14610,5392,20596,1985,5986,4133,0,0,0,0,0,0,0,1040,0
E14001603,E12000009,Yeovil,,South West,England,County,,Adam,Dance,Male,LD gain from Con,LD,Con,79918,48952,109,12268,11497,3002,23765,7677,2403,0,0,0,0,0,0,0,608,0
W07000112,W92000004,Ynys Môn,,Wales,Wales,County,,Llinos,Medi,Female,PC gain from Con,PC,Con,53141,32628,79,637,9953,7619,439,3223,604,0,10590,0,0,0,0,0,200,0
E14001604,E12000003,York Central,,Yorkshire and The Humber,England,Borough,,Rachael,Maskell,Female,Lab hold,Lab,Con,79557,43323,228,19154,5383,24537,3051,4721,5185,0,0,0,0,0,0,0,446,0
E14001605,E12000003,York Outer,,Yorkshire and The Humber,England,County,,Luke,Charters,Male,Lab gain from Con,Lab,Con,76228,51106,184,9391,13770,23161,5496,5912,2212,0,0,0,0,0,0,0,555,0
